created_at,text,cleaned_text,predicted_sentiment
2025-06-20 09:21:57,@qurban_13 @cookiedotfun @sparkdotfi @PlaySapien Crypto taught me a lot over the years but the biggest lesson has been this — real projects don’t scream they build Cookie and Spark didn’t flood my feed with hype they caught my attention through consistency clarity and community  The more I watched them the more I realized these,@qurban_13 @cookiedotfun @sparkdotfi @playsapien crypto taught me a lot over the years but the biggest lesson has been this — real projects don’t scream they build cookie and spark didn’t flood my feed with hype they caught my attention through consistency clarity and community  the more i watched them the more i realized these,negative
2025-06-20 09:21:57,Want to earn points and help build bridgeless Bitcoin DeFi?  Join me: https://t.co/SL9f8BeCFO #JoinArch,want to earn points and help build bridgeless bitcoin defi?  join me: https://t.co/sl9f8becfo #joinarch,neutral
2025-06-20 09:21:57,RT @Blackmen_10: 📢 #Binance Alpha’da Yeni Airdrop!  ✔️ #Avail ($AVAIL) 🎁 2.667 $AVAIL ödül!  🔹 Faz 1: (İlk 18 saat) 243+ puanla katılım 🔹 F…,rt @blackmen_10: 📢 #binance alpha’da yeni airdrop!  ✔️ #avail ($avail) 🎁 2.667 $avail ödül!  🔹 faz 1: (i̇lk 18 saat) 243+ puanla katılım 🔹 f…,neutral
2025-06-20 09:21:57,RT @fineboywill: When you swap anonymously and suddenly feel like a crypto wizard. 🧙‍♂️ https://t.co/HLlBLFr8o7,rt @fineboywill: when you swap anonymously and suddenly feel like a crypto wizard. 🧙‍♂️ https://t.co/hllblfr8o7,neutral
2025-06-20 09:21:57,"@mrofwallstreet Bitcoin approaching $110k and targets the breakout. Getting excited. Good things are coming. #Bitcoin empowers individuals, redefines money, and secures the future.  Definitely check @StockHodl21 she knows her stuff when it comes to $BTC and other Cryptos.","@mrofwallstreet bitcoin approaching $110k and targets the breakout. getting excited. good things are coming. #bitcoin empowers individuals, redefines money, and secures the future.  definitely check @stockhodl21 she knows her stuff when it comes to $btc and other cryptos.",positive
2025-06-20 09:21:57,"RT @Wolff92X: Vàng hay Bitcoin – Đâu là khoản đầu tư tốt hơn trong năm 2024? 📊  Chúng tôi đã xem xét các con số, cả ngắn hạn lẫn dài hạn!…","rt @wolff92x: vàng hay bitcoin – đâu là khoản đầu tư tốt hơn trong năm 2024? 📊  chúng tôi đã xem xét các con số, cả ngắn hạn lẫn dài hạn!…",neutral
2025-06-20 09:21:57,"RT @ibomcrypto: 🚨 Still sitting on the fence? The crypto train isn’t waiting forever.   People are flipping gift cards for Bitcoin, buying…","rt @ibomcrypto: 🚨 still sitting on the fence? the crypto train isn’t waiting forever.   people are flipping gift cards for bitcoin, buying…",negative
2025-06-20 09:21:57,@AndriWardo66553 Dm me with your BTC address or any other fast available payment method,@andriwardo66553 dm me with your btc address or any other fast available payment method,positive
2025-06-20 09:21:57,@big_sensei1 @Crypto_Maliel @GiveRep @multibank_io @Humanityprot Boss,@big_sensei1 @crypto_maliel @giverep @multibank_io @humanityprot boss,positive
2025-06-20 09:21:57,"RT @rektfencer: CT at 110k: 200k is programmed, uponly, we are so back  *BTC pulls back to under 105k*  CT: it's so over, we're all cooked…","rt @rektfencer: ct at 110k: 200k is programmed, uponly, we are so back  *btc pulls back to under 105k*  ct: it's so over, we're all cooked…",neutral
2025-06-20 09:21:56,RT @Defi_princex: ⚡️ Latest from CZ (Binance Founder): He suggests that every crypto platform should include a “will function” — allowing u…,rt @defi_princex: ⚡️ latest from cz (binance founder): he suggests that every crypto platform should include a “will function” — allowing u…,neutral
2025-06-20 09:21:56,Explore virtual currency on Sui Chain! Its parallel transaction processing boosts speed. SUI tokens play key roles in staking &amp; governance. Join the Sui wave for an innovative crypto journey. #DoubleUp #IKA,explore virtual currency on sui chain! its parallel transaction processing boosts speed. sui tokens play key roles in staking &amp; governance. join the sui wave for an innovative crypto journey. #doubleup #ika,neutral
2025-06-20 09:21:56,"RT @TedPillows: Ethereum whale bought $10,000,000 $ETH 11 hours ago.  Smart money is buying the dip. https://t.co/CP67Mg1TdD","rt @tedpillows: ethereum whale bought $10,000,000 $eth 11 hours ago.  smart money is buying the dip. https://t.co/cp67mg1tdd",neutral
2025-06-20 09:21:56,🚨 JUST IN:BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Аіr drор Рrоgrаm!  1️⃣ More info: https://t.co/rGk6pNCQKY  👥 Selected usеrs: @Khaled2Wolf @needazar @ZlTn_IbraH @MaiaDavids89644 @ahmetaltunbas06 @SchRoeNate  JYUNP,🚨 just in:btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto аіr drор рrоgrаm!  1️⃣ more info: https://t.co/rgk6pncqky  👥 selected usеrs: @khaled2wolf @needazar @zltn_ibrah @maiadavids89644 @ahmetaltunbas06 @schroenate  jyunp,neutral
2025-06-20 09:21:56,🚨 ВRЕАКING NЕWЅ: BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Rеwаrd Рrоgrаm!  1️⃣ More info: https://t.co/sNuKkoL6ns  👥 Selected usеrs: @pettygolfer @Jay889420173308 @PrezesVODKA @SrCandelas @KenobiGeneral5 @parksoonhoin  PLWXA,🚨 вrеакing nеwѕ: btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto rеwаrd рrоgrаm!  1️⃣ more info: https://t.co/snukkol6ns  👥 selected usеrs: @pettygolfer @jay889420173308 @prezesvodka @srcandelas @kenobigeneral5 @parksoonhoin  plwxa,neutral
2025-06-20 09:21:56,RT @100EXOfficial: #BYEX Insight👀:     Today's #FearAndGreed Index and Market #MainstreamCoin Dominance Distribution 📊  #Crypto #MarketTren…,rt @100exofficial: #byex insight👀:     today's #fearandgreed index and market #mainstreamcoin dominance distribution 📊  #crypto #markettren…,neutral
2025-06-20 09:21:56,"RT @8BOUNDLESS: Official space link see you all later UTC 2:15PM June 20, 2025 :) #NFTCommunity #crypto #NFTs #nftartists #nftbrands #nftco…","rt @8boundless: official space link see you all later utc 2:15pm june 20, 2025 :) #nftcommunity #crypto #nfts #nftartists #nftbrands #nftco…",neutral
2025-06-20 09:21:56,🚨 ВRЕАКING NЕWЅ: BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Rеwаrd Рrоgrаm!  1️⃣ More information: https://t.co/swN3WN0RQ0  👥 Selected usеrs: @_Fre3Kill_ @surfplusz @Nysterocrypto @shahzeb3858 @RGP197556283684 @HUSZONEGYworld  IRGKO,🚨 вrеакing nеwѕ: btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto rеwаrd рrоgrаm!  1️⃣ more information: https://t.co/swn3wn0rq0  👥 selected usеrs: @_fre3kill_ @surfplusz @nysterocrypto @shahzeb3858 @rgp197556283684 @huszonegyworld  irgko,neutral
2025-06-20 09:21:56,RT @SEWEN00_1: @kucoincom The future of meme coins is here! $jeet is launching and it's going to change the game! #Crypto  Tg:- https://t.c…,rt @sewen00_1: @kucoincom the future of meme coins is here! $jeet is launching and it's going to change the game! #crypto  tg:- https://t.c…,neutral
2025-06-20 09:21:56,RT @TSlick26: I just completed @MoodyMights Battle Pass ! 🥳  You have 13 days left to complete the Battle Pass and unlock the BTC kart.  I…,rt @tslick26: i just completed @moodymights battle pass ! 🥳  you have 13 days left to complete the battle pass and unlock the btc kart.  i…,neutral
2025-06-20 09:21:56,RT @topstocks2024: #VULT hearing some brokers coming g online next week as demand is too high. News in ETH &amp; BTC purchase early next week w…,rt @topstocks2024: #vult hearing some brokers coming g online next week as demand is too high. news in eth &amp; btc purchase early next week w…,neutral
2025-06-20 09:21:56,@crypto_ff99 稳扎稳打慢慢来,@crypto_ff99 稳扎稳打慢慢来,neutral
2025-06-20 09:21:56,@0xlekun They said “AI is coming.”  @MagicNewton said: it’s already *on-chain* 🤖  💥 Verifiable agents   💥 ZK-proof logic   💥 Not just AI — *Agentic* AI  And $NEWT?   It’s not here to vibe.   It’s calculating.   It’s earning.   It’s rewriting how crypto moves.  Every yap. https://t.co/Pjh78ZKKyS,@0xlekun they said “ai is coming.”  @magicnewton said: it’s already *on-chain* 🤖  💥 verifiable agents   💥 zk-proof logic   💥 not just ai — *agentic* ai  and $newt?   it’s not here to vibe.   it’s calculating.   it’s earning.   it’s rewriting how crypto moves.  every yap. https://t.co/pjh78zkkys,negative
2025-06-20 09:21:56,🚨 FRЕЅН NЕWЅ: BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе $Crypto Аіr drор Рrоgrаm!  1️⃣ More information: https://t.co/sWj6cgN0zE  👥 Invited users: @HadockKapt57876 @EdouardSurwumwe @fixthemoneyfix @VanPelt_95 @solanacea77 @x7b001  RWMTQ,🚨 frеѕн nеwѕ: btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе $crypto аіr drор рrоgrаm!  1️⃣ more information: https://t.co/swj6cgn0ze  👥 invited users: @hadockkapt57876 @edouardsurwumwe @fixthemoneyfix @vanpelt_95 @solanacea77 @x7b001  rwmtq,negative
2025-06-20 09:21:56,💰 ALPHA CALL UPDATE 💰  🍀 $SHADES  hits 1.6x from public Call  💹 Marketcap: $20.58K to $30.91K  JOIN NOW OUR FREE TG 👉 https://t.co/0WgT7baDPw 💎 #crypto #meme #web3 #sol #pumpfun,💰 alpha call update 💰  🍀 $shades  hits 1.6x from public call  💹 marketcap: $20.58k to $30.91k  join now our free tg 👉 https://t.co/0wgt7badpw 💎 #crypto #meme #web3 #sol #pumpfun,negative
2025-06-20 09:21:56,@Atriauniverse @HanaNetwork Hana becomes crypto's tiktok,@atriauniverse @hananetwork hana becomes crypto's tiktok,neutral
2025-06-20 09:21:56,"RT @Kaspa_HypeMan: @AltcoinDaily Not much if @saylor and @blackrock own all the $BTC, millenials likely wont care about stacking sats that…","rt @kaspa_hypeman: @altcoindaily not much if @saylor and @blackrock own all the $btc, millenials likely wont care about stacking sats that…",negative
2025-06-20 09:21:56,@reka_eth I am boundless 🍓🍓  Such an awesome statement,@reka_eth i am boundless 🍓🍓  such an awesome statement,positive
2025-06-20 09:21:56,RT @haicharicacha: 🚀 Meet @Apraemio_ofc! A revolutionary crypto project that combines physical gold bullion with the power of blockchain te…,rt @haicharicacha: 🚀 meet @apraemio_ofc! a revolutionary crypto project that combines physical gold bullion with the power of blockchain te…,neutral
2025-06-20 09:21:56,RT @BoostifyX_Pro: 🚨 Whale Alert!  A major Bitcoin whale just opened a 20x long position worth a massive $241 million 😳 That’s a huge bet o…,rt @boostifyx_pro: 🚨 whale alert!  a major bitcoin whale just opened a 20x long position worth a massive $241 million 😳 that’s a huge bet o…,positive
2025-06-20 09:21:56,🚨 ВRЕАКING NЕWЅ: BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Rеwаrd Рrоgrаm!  1️⃣ More information: https://t.co/lwVAnfgv1W  👥 Selected usеrs: @TweetsOfMark @ZqoryZ @Vanhoai111 @kutubo29 @ShajanMond95993 @Shahariyar5464  BDNMT,🚨 вrеакing nеwѕ: btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto rеwаrd рrоgrаm!  1️⃣ more information: https://t.co/lwvanfgv1w  👥 selected usеrs: @tweetsofmark @zqoryz @vanhoai111 @kutubo29 @shajanmond95993 @shahariyar5464  bdnmt,neutral
2025-06-20 09:21:56,"RT @siLvieE_BaBaS: As crypto regulations tighten globally, DSJ Exchange ensures: ✅ Global compliance certifications ✅ Real-time data transp…","rt @silviee_babas: as crypto regulations tighten globally, dsj exchange ensures: ✅ global compliance certifications ✅ real-time data transp…",neutral
2025-06-20 09:21:56,RT @James_Dittma: $AUDIO $CRYPTO $BNB $USDT $USD $BULL $PARTI $TRX $LTC $LINK $OM $KAITO $DOGE #Australia #Turkey #UnitedStates #unitedking…,rt @james_dittma: $audio $crypto $bnb $usdt $usd $bull $parti $trx $ltc $link $om $kaito $doge #australia #turkey #unitedstates #unitedking…,neutral
2025-06-20 09:21:56,🚨 ВRЕАКING NЕWЅ: BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Rеwаrd Рrоgrаm!  1️⃣ More info: https://t.co/FDHcs7b7dq  👥 Selected usеrs: @Xpatmatrix9669 @BtcFreeone @Kobly1028 @DavidKo777 @PhamThao43593 @lavista1812  XMIBE,🚨 вrеакing nеwѕ: btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto rеwаrd рrоgrаm!  1️⃣ more info: https://t.co/fdhcs7b7dq  👥 selected usеrs: @xpatmatrix9669 @btcfreeone @kobly1028 @davidko777 @phamthao43593 @lavista1812  xmibe,neutral
2025-06-20 09:21:56,"RT @DemetherDeFi: 🎧Global Crypto Themes 🌍🔥  DeFam, we’re back!  This time, Kartik teams up with Mike Chan from @DeepVenturesVC to break dow…","rt @demetherdefi: 🎧global crypto themes 🌍🔥  defam, we’re back!  this time, kartik teams up with mike chan from @deepventuresvc to break dow…",neutral
2025-06-20 09:21:55,🚨 JUST IN:BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Аіr drор Рrоgrаm!  1️⃣ More information: https://t.co/C1Ul2AIwJR  👥 Invited users: @CebomertDal @DavidXKin @EzatMohamm72260 @RedbacK_SpidY @LucaBianchii_ @DavidDelonis  WUXDC,🚨 just in:btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto аіr drор рrоgrаm!  1️⃣ more information: https://t.co/c1ul2aiwjr  👥 invited users: @cebomertdal @davidxkin @ezatmohamm72260 @redback_spidy @lucabianchii_ @daviddelonis  wuxdc,positive
2025-06-20 09:21:55,🚨 JUST IN:BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Аіr drор Рrоgrаm!  1️⃣ More info: https://t.co/lR9nCJ1UJW  👥 Invited users: @RafiKhan_101 @Damiencrypto83 @mohamed49302 @cumanama404 @RoksiSmiRNova @wilsavedra  NZLBX,🚨 just in:btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto аіr drор рrоgrаm!  1️⃣ more info: https://t.co/lr9ncj1ujw  👥 invited users: @rafikhan_101 @damiencrypto83 @mohamed49302 @cumanama404 @roksismirnova @wilsavedra  nzlbx,negative
2025-06-20 09:21:55,🚨 JUST IN:BTC PRAGUE іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #Crypto Аіr drор Рrоgrаm!  1️⃣ More info: https://t.co/MxjpklMGn5  👥 Invited users: @jahidhiday @Christi966 @QuackTam @Hana26078x @bcrandall82997 @criacashbr  CZHVP,🚨 just in:btc prague іѕ рlеаѕеd tо аnnоunсе thаt уоu аrе еlіgіblе fоr thе #crypto аіr drор рrоgrаm!  1️⃣ more info: https://t.co/mxjpklmgn5  👥 invited users: @jahidhiday @christi966 @quacktam @hana26078x @bcrandall82997 @criacashbr  czhvp,negative
